address,num_transactions,%total_transactions
0x32aa102827efed975456b03f712337511f6b0a15,3,0.04
0x7b95c2a96821d5c56276a5fc52c5011f022b04f7,3,0.04
0x3c7b2f4af706692615f5596ad8d5e52e9ee6e1e2,3,0.04
0x8d0b776304404a42e0fc478d6fcccbf306bc5085,3,0.04
0xc8d3b6adcd4c1e9048d41603370556b2e5a40b6f,3,0.04
0x412a77fbcf3fe0ec4c1ee806d40538a65fac2a6a,3,0.04
0x2b10ae2434e11c8e5ddb7372827af447a8226b60,3,0.04
0x60965f808e23722abd465e5c9e3f2b21ff6ed803,3,0.04
0xd19440c61a5936368c8213d4846b6ae98d2c346e,3,0.04
0x9e6033fb9bc60653266d35275e764a0b1e0dca4b,3,0.04
0xf7ef6d261dbf046bd20ff823b38392afcbc42603,3,0.04
0xac36266df49072b5a528fcf8ddd4fc847d310c09,3,0.04
0x20e036b4fe160f42812ccbe8034db60382a8ce60,3,0.04
0x24b91f7bcbb39f9c85b280fed2ad957320e9557e,3,0.04
0x6100df1acd9d2db45cb86a48e524963ae20557ed,3,0.04
0x00cd4d45c8c7188854e7c61004fe14526cb7c1fd,3,0.04
0x77cb48d549d58fe1cd50340fcd0ace4304d319c5,3,0.04
0x2c6d7f9fd2e2a4e512ec8efa2aeca654f0bd09bc,3,0.04
0x320a5f866bbe5090bb2519c9fc742159c019aaa5,3,0.04
0x32057597286efed4d8833de4d7b57907e1cd4012,3,0.04
0xf2e8d201f28722dcbf7ea5334b8a570b0e3c7339,3,0.04
0x5e8da6b3a8a32513a24482630b05b0dc54f82995,3,0.04
0x8944b6e1592efe3eee5a0ae1bfb530876e0286f6,3,0.04
0x9d8119f1964abca548062f54c306dea6d14ac395,3,0.04
0x8d3501ba7e629c40dacacf60e394f3eed645e088,3,0.04
0x614a5851a08e60c3b26b802bb5b4f0a1b73dfa16,3,0.04
0x7dfb0d5b2b660b332b55c302eab1c05be54f8c05,3,0.04
0xe14272c4c1b0a1e874a258e328a1fc41b190ff48,3,0.04
0x7cc7350e4ee4a74dc42fdc7cb16012d52551ca21,3,0.04
0x43f24bb977311a100efb20ac70ffc08960fa3421,3,0.04
0x1fa97578b7f978ab3749e28961946a711aabb20c,3,0.04
0x20492400ce757b09723b7a8aae09ff792b657971,3,0.04
0x4f7416a51cee2be502525ae51c2eea635b3d1996,3,0.04
0x98469bf6cd84750ce85f33ecf01540eb23fdd6c9,3,0.04
0xd1799c3abd5e109d55165d1cc72d12db6baf583f,3,0.04
0xa24e91f2684a69ffe0a10a5cc384f9e0b163dd8b,3,0.04
0xf4d8ade47e8cd45fe6a8277a9e222ef74b5dfa7c,3,0.04
0x1dae73d45a8dd22b408783fc74af8628ebc43825,3,0.04
0xaec539a116fa75e8bdcf016d3c146a25bc1af93b,3,0.04
0x1fa983cd477dfba6e0222802fe3ebc2c26d04684,3,0.04
0xa0dceefd299d379bf3aa3aee69f0ae9ee240bedf,3,0.04
0x7eda84463fcf29c4fea6d63a057d93f28e843b8c,3,0.04
0xaeefc17d43d8baa37c240a98f8e43ef8c7ca6f13,3,0.04
0x0a3406d36ed963ec14c21d42c717d574d8fcf0b9,3,0.04
0x96080155dd976e98305fa9aea96834a03abda864,3,0.04
0x90a963eea01820574914ce277c0f57f516b88e59,3,0.04
0x38fdce9f9a15f4c611b7c33fef2403701ccafa1b,3,0.04
0x9eb97bf8fef03f7599736e8263cb78f4f087384c,3,0.04
0xf77167728e5b6b60988244a5027f6ef6bb765d65,3,0.04
0x9339257cabaa4d51cb8e569f4950395d2dd75733,3,0.04
0x0daf35bfafac981ee973f0dfcef1410162d9e46f,3,0.04
0x2a9af5d5641b513f0747d65121af7d8bc40abea9,3,0.04
0xbb5322d5312e29107755464b67da48b354abfa0f,3,0.04
0xcc7354bb042b82fab47411117bfc2bc54ce05761,3,0.04
0xbda669aa696cb1f5e7d9fac2990853f090258c4c,3,0.04
0xdda55b79afab326de5da404d3e7ea9cef0773f07,3,0.04
0xbb87107add58f81d39e912c8f2bd97be5aa347b2,3,0.04
0xfb7ccfa8e828a2167c77ff9e2d5202eb8f631e96,3,0.04
0xd1d94814157b340a782e56f5fef88b2220c6cbed,3,0.04
0x5d7efcb8773869880fe3963e2506a28eb5b52a86,3,0.04
0xca0dfe2d84b26b5cf23fbf1946ddbe920ed8c668,3,0.04
0xd344af8d1273291e6265c19ee838f0a70e288c7d,3,0.04
0xbe06b38979fd57e68d6c2de937670c2c3985978e,3,0.04
0x1151fc305776824bba56ec0fc4a538a89078f832,3,0.04
0x77f67e81e58d694529ee64f71fc64d94345d84c8,3,0.04
0xa797fd9b287ec4a04e79f93eb9c3e64b1468bbd6,3,0.04
0x322bff484526df7db7363e2e4bbef58f055c2a0a,3,0.04
0xc542149ca82a2b7034c7ee4d3bbd9c21b5006230,3,0.04
0xff0719687738c1e7fce3c50ee53140fcc56a5791,3,0.04
0x7aa9061c5da51fabf1352acd814c45bfc29e6e45,3,0.04
0x9c465761f79c0b7a57968224181b811fe6cbb7ae,3,0.04
0x87e1a2b7f636921128f7eb6d9df73fad20c9bf0f,3,0.04
0x02dac2432de55416fefa88dfa59c2eacdf8b592e,3,0.04
0x31988256a33ef73a599d57904a545858d1d6579c,3,0.04
0x440b3575eb67d48365a17a36ee949106edad1d70,3,0.04
0x09ab7c6df5313aea8405585de7266a33c5f017b7,3,0.04
0x1ce6e0818a0fae046f593bbddec09a8e715c922e,3,0.04
0xd8edf91304fd2bea2c6024a5b962e683b197aeeb,3,0.04
0xd65a064b9d9456c22179700025be68cbfaa82107,3,0.04
0x6f002764b51818a578df3352a971ed84df82e429,3,0.04
0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,3,0.04
0x3c088524854ca31f22fcf588d98f8d8aa25f88b2,3,0.04
0x0643b1108e325c69ebbe0d87ab457476645c0128,3,0.04
0x626e1caddf58211fc7fcfb7e3999ef0a32d4acb5,3,0.04
0x01ab4c82b9c2a6f14238bf65464c666b9a7716ad,3,0.04
0x7c0d2f1eb3dc2cc21d6118789d26f2db09311b1d,3,0.04
0x026bce6a287f00f3be83561eb6cf3359ddf39458,3,0.04
0x68f9c6fa9aaa43d2c7952f56e18c7b0c67956e0b,3,0.04
0xebfced2b9ca169d2ca566e1f72a75a9b6cc9291d,3,0.04
0xa228c58931a85a7950029c5ab07a40fe3eac59ec,3,0.04
0xf541ed0c4eec46508107bd22f2b2d91c637fff6e,3,0.04
0x3b4d84e347129b775af3095062a01d23c31971fa,3,0.04
0xb5bc6736ff699043bba041c3ecc726d21304b5ff,3,0.04
0x70c4bcc07a2bfc0cff3c7099b4a9e0ebca181c02,3,0.04
0x40b3d010d5cf090e2c2857824c89b8ac36d91ed5,3,0.04
0x8f0735f93000af853d9c3ac7da1be21fdfb8e1d5,3,0.04
0xc2d2b567627a28de7adb1c085d3c1426dca81a7b,3,0.04
0x78c5c6e792d62cd8c4990325339a175f5190f42a,3,0.04
0x423586a789541af29046e786709d4aa87d272821,3,0.04
0x404caaef050f7e30f77362e4f29facee00a5fbb0,3,0.04
0x72d0a0ddb3db475a36a380353c310d638b9284fa,3,0.04
0xe50e838828cadc1907e954611f3a6d19422c0951,3,0.04
0xbc8a46b223f460f8e42f0544f48a765cd0966c3b,3,0.04
0x493735939e6e6efa96afa31d5849a3e7076a5b68,3,0.04
0x11cdbc8f76f12924442fac59b74db1a772913534,3,0.04
0x75cfc54053eebe2a871f9d1e4da248b9391679b9,3,0.04
0xfa9a64e522405a87c92798803478c93aac5a4ad2,3,0.04
0xe37f49fdb24b08ea6354af4f0c2701dd65c975b7,3,0.04
0x109a69e3599b48baba48dc8cfaca6f7e4bffeb5d,3,0.04
0x8fc3b1b4b5de1d90cf1445447b4533325110c46c,3,0.04
0xc295cadc4d10e4695218633527c7cae85fa9453c,3,0.04
0x6d330800687ee1b85d4af30bff6bc41638f21524,3,0.04
0xf64c454e8d503f4274f43a6f3f0e37e62a8db660,3,0.04
0x36a790c741f99fcb9afdb69b4004ef08d0eb770c,3,0.04
0x4acf400c78cdce6ab30629440d18e7b3168f33b6,3,0.04
0x8e9ba339118dd9cee52e9d0936761524b4d5d1fb,3,0.04
0xae8560725bcfb2206ab19dae7cf603adc8e4d0a8,3,0.04
0x94800c39f3a793c3a67f901b71e397d28d89b7a1,3,0.04
0x7db3465437132e21946ac218a913f303999f8246,3,0.04
0x5c688d7d370fc1c961ce58a41b6175e96bd35e84,3,0.04
0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,3,0.04
0xc7e29a952a86ac6e365e968e1b7fb1ed7a4c391e,3,0.04
0xc938337a5201d0e55c0f4ef69b246d7301df44a8,3,0.04
0x6ee3badcd56f410de36011c8d0072a15cb3ce29e,3,0.04
0x5e96f9ffa1c661d4c1397883f73559f2458e405a,3,0.04
0x7e17426ec84261cda52b2d315eb3c7e52011ac08,3,0.04
0xfb6bbfcc4d674676f3bc04a1455be4c5471f2d07,3,0.04
0x1405926895600265260fe89fee8d1cbd2c1a43f2,3,0.04
0x376edd033efa05606eca226790de91e42b4a8c55,3,0.04
0x6828426a646f55cac2807e83478aa1691ad876fe,3,0.04
0x098e2f548ee69cd8f440f8c22208d7252cd13c39,3,0.04
0x7b5cd7a0c7c81115ba6709fa8ed8c02320c79523,3,0.04
0x2ea88d3ab922bdc989f8cec210385932b5517ca3,3,0.04
0x62e655e4ce0f1a338de1d58466333ff41c5056a5,3,0.04
0xf1c705932e025d648a667d857d0eb59913862d76,3,0.04
0x6a2d718dacb5f34a0a510caec63f0d812f4d7432,3,0.04
0xe5bd0ee70cecbf38c2014f6afb82ad2f0215a26b,3,0.04
0xbad69c95bc16bdc6f3fab21793afe4adec34df39,3,0.04
0x78c7cc2344a4b493b191a8001a802968a9a80798,3,0.04
0x9ddbe1f25a0ce69c073e8fb9c9e56c8483d99a90,3,0.04
0xcecf910fc8c9d9ee0e1b5d22eb69548a44ce8d15,3,0.04
0x3e900021b5cad91350f082405d24a395a2c0c76f,3,0.04
0x530cf036ed4fa58f7301a9c788c9806624cefd19,3,0.04
0x5c278d6d334cc52b03656a25acbf0ea2954b9c27,3,0.04
0x30e375ceeb0f472503ed02d424739ca88cf2e687,3,0.04
0x0ddcb788ba83a395a610140fad4a307d07c68806,3,0.04
0x9cf37619eb432a04f3e9fe3e748d5e494cd4592f,3,0.04
0xbb3038f784341ea720d4dc9474631c3d1255d36a,3,0.04
0x05388b4a5f5d176f01157cf93db3991ce3ebd077,3,0.04
0x7f00960ee8d80b773bcee3cce22ee0fd20a6f515,3,0.04
0x219688c6156edea2e2ca7e2036c1c5b7f6451169,3,0.04
0xf89cbb25f4ca94dc3c1c8186c9749c490a92f649,3,0.04
0x0d2a1007dce719e1a5a756a5175f59648db4a19a,3,0.04
0xf88c6f6b080d2a43743d34920d15d9232db40cb8,3,0.04
0x1529d2e640f7febd3e9dc40728cac060a2739d70,3,0.04
0x50fb2976a3dce1770f15132c5a052f5b5e3e8297,3,0.04
0xed02b779ec139f71d8ae9095da0ece5cb4e4f494,3,0.04
0xbbf9502b6602f9e5f8c73eb56aebb85b5ed534cb,3,0.04
0x7c414c06dc87fdf876db9b27b03f31081c6d9093,3,0.04
0x4a306c3d292d727fa683950ba55af20c31080eb0,3,0.04
0xc29b4f3bf539d43946e82159e46189b7e57e85a0,3,0.04
0xe343efacaae6c360a698dfe4e7c0fbb4b1c1db20,2,0.03
0x7a92881f55bf105ff5954a637a37f2f9a07dc5a0,2,0.03
0x0dcebfb5cc93100eb1c081e13c6b0ff37c35b3e3,2,0.03
0xe175b3ef6ac9e0e000f294552d33196523c41067,2,0.03
0x5029f7897183d6ba6af44d4bee34421181e15455,2,0.03
0xee046334d43e8a785ba0be92a971170db859dbc1,2,0.03
0x27b1f8343c5509fd0b5d63a7fdd920507c7e0da7,2,0.03
0x31d102129b74e3d2b0d3c0c66d29a0f36fac321b,2,0.03
0x51505f2660b17d2e8ab0fd0af7ca1628e9116601,2,0.03
0x2767beb4eff722333675e0c1a837051597745ef9,2,0.03
0x69fc013a01edc7269f81e0349ab7420fb0e520cb,2,0.03
0xb4e60d7d2eba5939aaf2b2509a86c301ba690ffc,2,0.03
0x0799442ce0f90f8837fdeece82cd2735625b4bf9,2,0.03
0x6dbdc8bd19ca826d6b8b2fd56c2fff95ab7b9a0a,2,0.03
0x412f0d05f498b8a538f295bf8648da83dea7522c,2,0.03
0xce14dba248d95bba6388008982ac5916f3d34cc5,2,0.03
0x4fc1061ad498c73deb908c7ead4544bd7b995fab,2,0.03
0x7b29c3f7648e825a774a89463a35ad1b5895c490,2,0.03
0xfcfffc2d98c7034cceda290f70b3c7d7c665a376,2,0.03
0xfe99ac9415c01ab18514b8f3426541d799e0b7cb,2,0.03
0x5593f66b77355668bf1ef3166edb7fd49e932103,2,0.03
0xb51aabc8151e6109c845e7835fdac21fec8cd65c,2,0.03
0x3391b9df7de82946e87f1a0baa92bd962011245d,2,0.03
0xab25ffd21311781ba50eb8343014eef4206f8b8a,2,0.03
0x4f573acbb13abd9a047cf6bc1b88012b30b45589,2,0.03
0x43501e11acf3dfdae4bd2ca40c5ea1303fc51941,2,0.03
0x52b33ae849335f28f5e3d96e4492e905e28990d6,2,0.03
0xbcbef0265866b3fd1682a95ed8c7a97c85d01bb2,2,0.03
0x22253f6ad3809f162357fb925614f2000375a47b,2,0.03
0x75bf73a8ed2b72c2e8527704725d9f34f4e38127,2,0.03
0xca3b9275e38026532a6405d51b03f1d90785a549,2,0.03
0x763a7cdd10f0e6eb533ba7101168fc111797bf44,2,0.03
0x535f3bd1a36ece90e87dcb05bea0e258b0df817c,2,0.03
0x1615ff97c9ad9a768f4298058ddc1b8e9a3e1d8c,2,0.03
0x8c59ad3e404849a7530025979e197427a87c7b71,2,0.03
0x7832e8979fad2cdbd9fc3bffc5853873e354267d,2,0.03
0x4c00f4fb4f625f8acda3a1aa4cba3300ec8c9620,2,0.03
0xac5690fa1a5bfd5e1aa346328e8b32202acf6ae4,2,0.03
0x24ccdd4099744fcdb0b93f9d82424f2bf05a658c,2,0.03
0x3a06c0836c45edc43f139543395c2fcce7f68d0a,2,0.03
0x1e8ebaa6d9bf90ca2800f97c95afedd6a64c91e2,2,0.03
0xf0bb13051be712970c9bb50233bfac25a654afd6,2,0.03
0x76c6d2e890dddbdd5d860815519a4dad3ea250ed,2,0.03
0x4f377a40e886e6b971570bb17e9d98dea960d9ab,2,0.03
0x57c9065b163f264dec7be25b4015f7164816983c,2,0.03
0xa9193ab72833235e6d9d01842bc920ee41afcad4,2,0.03
0x0d7c428c8b659982dfb37b3d7de0f5c809c2d254,2,0.03
0x7ea1bbb279324ce80df2fe1aab658515c312d4d9,2,0.03
0x42b3d65094a75cb7daeff8d92737e8a31814c2e4,2,0.03
0x9954bca1e6176b243bdef0284a8454def0e5746f,2,0.03
0x9c70dd1c9392042b70d60c91f057d1bd0408b4ff,2,0.03
0xa97b7342eae5948f78ebfda3345453e802596984,2,0.03
0x53ba6359a9388dbc1f71abafaacc3f1943711cb6,2,0.03
0x7fddf2eaf638954772ad25820ca2ede5c7f51012,2,0.03
0x571a070c27a8db8ebd5dcdff0dd39941a04b2d5e,2,0.03
0x6f1be5903bdc3bbbf2a86fba81873dea03a20154,2,0.03
0x42fa432c81058ee8a3c05af9dea94e1b4e3a5bf4,2,0.03
0x407dbc332f834e51737e428fe22ce10fcdb4214f,2,0.03
0x2115f51c042060d6e8831823ff795b7f8b82618e,2,0.03
0x93e90b59f9cbe35b95922771228996a165fac1f4,2,0.03
0xe3846863823a23795c0195eb421a7eb7d0740eef,2,0.03
0x1c2416a655c4af995ea1b0e6dd55de7c85914c93,2,0.03
0x6c7b8d78686d443b6e5eaaf04bda892034316290,2,0.03
0x9d0cb269c00227d7a9936ad82e1271dbca8ba387,2,0.03
0xcf6c557ddd2b3c4a03ca1b6d765f1b21bb807267,2,0.03
0x06fd4c9d89f4f268dbf79c27f9cd5dee601c4806,2,0.03
0x4691e1bbdfc5192b571cff24c9ec6f2273072e97,2,0.03
0x5b2b8915db908211ac931858c8b80b30a233e91d,2,0.03
0x51c158459db4001aafc0d4724f479a7d184e381f,2,0.03
0xf5539f9e66dc9180a78a4ff112a0b8e6b0a3e83d,2,0.03
0x8966e66a388aeaa2be46b2b83bd8f6385bec3814,2,0.03
0x5f0b85d2c131b0e27e2304f569e2756aa9988c8d,2,0.03
0x95272acc5000f969215508b1a1d3840e63af0680,2,0.03
0xfb9699de6f7efc7f7d64a40852a68602ac7ef403,2,0.03
0x5c34e725cca657f02c1d81fb16142f6f0067689b,2,0.03
0x06e4d4bca3933e67a803c211a74d9ba7bf7e89a6,2,0.03
0xef3ce42cec57d90d8fe991bc7409de48735cf365,2,0.03
0x193b3ca1b06b565afe287f84f6e29cb567dba4b9,2,0.03
0xd99d6015f229efa392148b660c819a06d817e052,2,0.03
0x70398f3ada6a2c2b0cd4e136657331b819e1367a,2,0.03
0xa01d539e7b8c25bdc97a8f243e33f55f5a6c7558,2,0.03
0x72d6befb734ff90d84eece7fe047f9ea9417cca0,2,0.03
0xe4d493e868e19baffebf2f12ef05a4149b84e221,2,0.03
0xac5d519612b016f5b7d9013428d61548b4f375af,2,0.03
0x4e3c864e3f1797f3c544b456d084b8f5fa214de9,2,0.03
0x61796c9e31ffa87a92c13122879783aa90266232,2,0.03
0x58aa50c29bba417ae2384805ae7fbae1381f68d8,2,0.03
0x5d3e18d69c7b3a1276562f75e3da3671472164d6,2,0.03
0xc85b2d1043555626826945ede1cd32135046cbf9,2,0.03
0x9b0a6546cce8579a91c07194896144afd084c8c8,2,0.03
0x2599f23e56aac12150a7aa059c8fab2bf0f652e7,2,0.03
0x92f9859ce7590b23c94d6a025dff5971f9cf729d,2,0.03
0xa4183d7a9c45e9f90282c315cc9b9cee9ff6234f,2,0.03
0x6e058b3528502529f112bbcf932bc04f7c66cf7b,2,0.03
0x633c13e7bfb65a27aedc5e8823bac671c44854ed,2,0.03
0xee6662b5378e8b05bdb3bf220e9880ea780065c7,2,0.03
0x30645702ad40aed852801a2c403b9c8a3066e03a,2,0.03
0xb447ae7e5a5a327adc9a88df304c2e2e1e89280e,2,0.03
0x3e9e5164862a19dfe003f6cc4c1c4a48704801e1,2,0.03
0x5a18dccc3d16d0f59305c596d60578c64edbd9b7,2,0.03
0xf5a8f28969c310b5bd44e87a4ee21b96200b4f14,2,0.03
0x6ad47fab380bd4ac6c3bb60aeb8e67167c970953,2,0.03
0xad7b013f817528c6e143a8543944a4bb4b78a0c6,2,0.03
0x03ec71e5489abc0ce53b4110de065180000fb9d0,2,0.03
0x6ad3e8ae228f32d301891c8b2151851c56617a09,2,0.03
0x12849ec7cb1a7b29fafd3e16dc5159b2f5d67303,2,0.03
0x707fc60f834e1ffe012339876705f375532e96e0,2,0.03
0x2e1029c49360871c6eda00dd8d43e408008d684f,2,0.03
0x98d636c2dd0de21652a6531b7943532395889e3a,2,0.03
0x3cbec2e73b0bf3a85e5c901874f6c31653d6aa51,2,0.03
0x5a3f6dade8b316827feb57dfdf1e9efc542836c8,2,0.03
0xaff5f83afe0bb90121036f6b885975a258f3febe,2,0.03
0x828206d8b8538a322dc3b55d8c3614cbf6402b4a,2,0.03
0x635b66f4777697a288bd1e1d5fd7aee9a7694c90,2,0.03
0xeaf8798dc004635b2a2420b1ba4ad8240287e821,2,0.03
0x154e738111a32f50e82c420341a67c2dff073ac5,2,0.03
0x53f2736fae551c998d4e72e519f1acf474264de4,2,0.03
0x2269914ab680f5ba01a05197429d72281ab101f5,2,0.03
0xd807472164c9fae04da94c58401614d8e490a6bf,2,0.03
0x076a646fc34995c38e887149bcea99ef101cd16a,2,0.03
0x00b3230e7215e3dfb85f576326630ad24e89848e,2,0.03
0x5269bf8720946b5c38fbf361a947ba9d30c91313,2,0.03
0x85399768c72b64879e704ebafc5ac52483984b9e,2,0.03
0x4bff38ceaa4fabdd9c1f60341ae2399dcf3bf2eb,2,0.03
0x18f95ca53f622582ca9801c13be240256b6d5579,2,0.03
0xb7a8b63755333c1987ae50d0b1daa1a3f56b0ba6,2,0.03
0xdc790bbfa96948e05a0813f5a2bbf5dead985719,2,0.03
0x2d9bff52e37d01cd35be035577db4bb22e279491,2,0.03
0xda015d7b426755d7c28a8069f1c94321b5e70143,2,0.03
0xb9523e00732e06bf6940ddf98b9e0a3e89b1a7f4,2,0.03
0xe7a16032f335f76a4f5f657860d2c13daca370a8,2,0.03
0x7ea0940e424eabb3ae49296bdd39b861154bfe9e,2,0.03
0xb180666e8f9d04cf70c9e92d3c4594d60bcc6a19,2,0.03
0x3fae7d59a245527fc09f2c274e18a3834e027708,2,0.03
0xf676f77664df857bcb665bfeebdbdfd2709ab854,2,0.03
0x9961e3cae44e9fca9de1625d72a4f1f72daae385,2,0.03
0xdc904f5b569d9a7eb42a12378bdf2fad0cf1fa09,2,0.03
0xbe3a0ebf8601c8730d676416f1bcdcbb526eb1df,2,0.03
0xbeac3c9d82c066d85e7a1185160edba993bd39ab,2,0.03
0x6c3871c01d5871668377d58aba8ac72d0bffbf49,2,0.03
0xfaf70673f175c35cfd9ba79afd8d0f0f54128273,2,0.03
0xff7f442bd7f00340262276a410e0ae7232711e13,2,0.03
0xd8a4e156eec42403c8ac863e79db36bb70f169a2,2,0.03
0xdceca9aa1decb39d83774bc9dcdb9388c885ce3e,2,0.03
0x408b8ce4fe17305724c20398a1c912e92236cd3f,2,0.03
0x8f5e10dfeaa41479b0081dc14b42594373041dba,2,0.03
0x576de73af985275dd739466105b65f6899195381,2,0.03
0x6d4996ee23d427494a457523acfeacfcf5e6513b,2,0.03
0x415704c357e4611cfbf3fca0eaeb3a30064d2985,2,0.03
0xb9cf54bda5e6f3f97a49e8713dc168516a335513,2,0.03
0x979c62e77b3c8e96f4f30910ad7d65ce9bb7c033,2,0.03
0x1252eb0912559a206dd3600f283f2a48dca24196,2,0.03
0xae5195823004e2654fbc39a1a8719b62264c6171,2,0.03
0xea04dfb0b33c80095f05d2bf84a56cda8f6f1d0d,2,0.03
0xafed2edab6c160119ca3c46e55aef2ce37f87200,2,0.03
0x75a49cc7d1e39f2c743dcbbd462189f4d15f9cab,2,0.03
0xa854198ffa0a62dcafa9a9740fa277fbb76f15f2,2,0.03
0x6f37470376bfe082d2d417da5f6cc2ef86da3c0a,2,0.03
0xfb503b3a812a18e0ee4e1a94ae199343c5f6c9d6,2,0.03
0xb68fcd74aa0e14e5bf30efc60ca0fb48a430be90,2,0.03
0x0c5fedf8ef0b85cdaa71ffa4110f514f5faaf593,2,0.03
0xbb0b94a9b86c6d0a645a1278d233208e437931bc,2,0.03
0x81972d1e91ff96bbe62c80241af83840d80caef3,2,0.03
0x4026808b1e07451748520aa17fa1440770d73196,2,0.03
0xbb0b79e02dd728cc215f46bbfc50bbc06a350360,2,0.03
0x3aa6d1d803135cece7a64a99c21c6d5f17323b71,2,0.03
0x33c06b2dcb9f09ab2924f2f9ed4f1532ffdd9ac5,2,0.03
0x8e59a2fc08475938cb04611f09f982565434f8ad,2,0.03
0x9f9c2ecd7cf4af2b711658a0ddef7f4cab507429,2,0.03
0x9c84be7ba23a5034c56d0289eefb6c083e96dd94,2,0.03
0x71cdabb6c74271566f035ae8dd1efd3a81e372d0,2,0.03
0x45f0a3302d32def3075a5fe3f76eceab7895627e,2,0.03
0x3c030948ecaede3fe2823b2ba6c0493970599fb6,2,0.03
0xd667754cc6a248ac09cf231f9192a33cf24b57da,2,0.03
0xdc7f8a918ad59451635c8393be7a789e78d7332b,2,0.03
0x099308b8f1c5d734bf65393daab209f5027994e3,2,0.03
0x7e2b6a9227554f4e217c591a34df023124b4a83c,2,0.03
0x0236616f5605fbceeae4edb72e01e3f5b42b24da,2,0.03
0xd91cc2cd27944745dc4679b00838085c4d25b98d,2,0.03
0x52ebe7c7b4009560209622232b60c3e113e66944,2,0.03
0x60353c7993bfc8dedc124cfd6daa1868ba432a65,2,0.03
0x33c32a9e38bf812dfb836ef14775a5ec9333450a,2,0.03
0x9dc49081cae215ac1c5a5744630b4fcc23cb960d,2,0.03
0x99a68c90879d24dd1ff2f4bc091c356d29d1d3f6,2,0.03
0x40feb63d11e020d206eb1e910aebb8dc6b1b6eb4,2,0.03
0x8946daf1d5066cfc61cc280f2c246705ccf1a749,2,0.03
0x367379033096bc4fd350287a0fb98e02f2b7f282,2,0.03
0x8df57abeb39322c065f93e105fbd6ac4758d7782,2,0.03
0x862bee146597031bfaed02bfb7084f73e6fe4bdb,2,0.03
0xda42fd66c70b699ec9c37a2dcdaf66e7dfe2b6cc,2,0.03
0xe422f88f6f4bd47c82e4379db177199d7e26e946,2,0.03
0xe391a5a62287af7a3e4fd526a477640d19bdf696,2,0.03
0xba17736646cef363b3373c648dc9ae716dcf3792,2,0.03
0x2b8122bee960241ce1f79fc81d4cadc3a0c8458b,2,0.03
0xb27379e571cc2574215ee8950a7531f62ec6a158,2,0.03
0xccc09886e39b8d852cdf274de8a00a34ceda946c,2,0.03
0x5e49492c0dcd3e7e631929b64214e1a3628aeddd,2,0.03
0x5da51c922b65722ea5871036c0261598a700d803,2,0.03
0x1501cf2e9afd2624a485e675427609a1932772ec,2,0.03
0x12ce17fd5d9fb1f6ece0aaab2730a1ff16398a55,2,0.03
0x7246b4be60506ec370cf1f881e67b78296236041,2,0.03
0x0700d533822ab03b0e20284349c4d9e56a0e8fa6,2,0.03
0xef7b11bb7d88d3b42e866fd40d0a974c9ed78188,2,0.03
0xdaa59b1316f37cb925611e3c95b739f815194f1f,2,0.03
0x4b9fd1b35a1b7531343c82f37986d904b03d84e8,2,0.03
0xa1db285a3420cd9a4ff5611a34be5e42931443b9,2,0.03
0x6ec760b6a0004fbf789dd0acf952ebdf7fcb2af3,2,0.03
0xf7f7e70fd3782df04d90894b25772b85233355d1,2,0.03
0x86e99e1c55dbc697986ee8ee245ff7219ee71dba,2,0.03
0x4446477bcc6136dc71b18de9ee6d590ef8a67561,2,0.03
0xa647211a7051a2804130b14bfdec2972cefe952d,2,0.03
0x8034803c34083485b10c72957c4084f328b5e8f2,2,0.03
0x51dcf9bc94f6c38640459725a3423156123edc0b,2,0.03
0xcaf2a9ce4f5ce8ec7d33056576c6aeef2d72e406,2,0.03
0x62fe7efe0f3b58d93a3de3063937409372a83686,2,0.03
0x7e2c8909b4e3bace1cb371a3a176562b43fe4964,2,0.03
0x5262ef7488fbacabf00674a67dcf7fe556d8fd74,2,0.03
0x709da6ce904a9743aa3ac1dfe8104382fea67b59,2,0.03
0x074ab1818cdbb7a6de4e038054fa7a14c15db853,2,0.03
0x8ebed0ff2b0232b0aedbfe6e9c0f72ac72577869,2,0.03
0x157f21a62aef6341bcaa1965c42a8897e4961b2b,2,0.03
0x1efc44ad63dd25b85e30f9827b3eed7dbd6f023e,2,0.03
0x444083aecffd077a7f6a4cac254350efb0dba867,2,0.03
0x0cdf641a12303286a88f713142579ddb3c65d419,2,0.03
0xfdf19c138b42d80119be9b76bb4ebe0eba6bc77d,2,0.03
0xbddcaaf5668cf37a43180d71e2cc6bfa45b0984e,2,0.03
0xde3a624b70fea9481818be5579e6361f77026dd7,2,0.03
0x804fadba500bcf84b3a0f3607c8afa741a59dd38,2,0.03
0x1c865d9d9d2ff4c4e0b1474d1d0d1424b6cd5e67,2,0.03
0xd0205b4f442a2a4c4fb01cc94f8b5bf1dfd29458,2,0.03
0x2b4b4fe78db92c04155d114eed594ccd1b1b5d98,2,0.03
0xdcf0f797604c8197545075c798a4c24815a0ed5a,2,0.03
0x119f929da5979947e357826fbc752bd4c2dece75,2,0.03
0xd5add412017e341200f1bbb67ba04c8b37eda033,2,0.03
0x3ca66d0ac403688e62bd785767d1d6b0c7c03598,2,0.03
0x571992fc837199e038f978659df15dc13e488521,2,0.03
